player_name,season,games_missed,teams,injury_notes,player_id
(William) Tony Parker,2014-15,3,Spurs,bruised ribs (DTD) | strained left hamstring (DTD) | strained hamstring (DTD),2225
(William) Tony Parker,2015-16,3,Spurs,right hip injury (DTD) | left ankle injury (DTD) | bruised left toe (DTD),2225
(William) Tony Parker,2016-17,6,Spurs,sore right knee (DTD) | sore left foot (DTD) | stiffness in back (DTD),2225
(William) Tony Parker,2017-18,2,Spurs,sprained right ankle (DTD) | tightness in back (DTD),2225
(William) Tony Parker,2018-19,1,Hornets,rib injury (DTD),2225
Aaron Brooks,2015-16,2,Bulls,strained left hamstring (DTD),201166
Aaron Brooks,2016-17,2,Pacers,sore knee (DTD),201166
Aaron Gordon,2014-15,1,Magic,fractured left foot (DTD),203932
Aaron Gordon,2015-16,2,Magic,ankle injury (DTD) | concussion (DTD),203932
Aaron Gordon,2016-17,1,Magic,bone bruise in right foot (DTD),203932
Aaron Gordon,2017-18,5,Magic,concussion (DTD) | strained right calf (DTD) | strained left hip flexor (DTD),203932
Aaron Gordon,2018-19,1,Magic,sore lower back (DTD),203932
Abdel Nader,2018-19,1,Thunder,illness (DTD),1627846
Adreian Payne,2016-17,1,Timberwolves,thrombocytopenia (blood disorder) (DTD),203940
Al Harrington,2013-14,1,Wizards,sore right knee (DTD),1733
Al Horford,2013-14,2,Hawks,torn right pectoral muscle (out for season) | surgery to repair torn pectoral muscle (out for season),201143
Al Horford,2014-15,2,Hawks,illness (DTD) | family reasons (DTD),201143
Al Horford,2016-17,1,Celtics,groin injury (DTD),201143
Al Horford,2017-18,3,Celtics,sore left calf / knee injury (DTD) | concussion (DTD) | ankle injury (DTD),201143
Al Horford,2018-19,3,Celtics,sore left knee (DTD),201143
Al Jefferson,2014-15,2,Hornets,strained adductor muscle in left groin (out indefinitely) | sore right knee (out for season),2744
Al Jefferson,2015-16,3,Hornets,strained left calf (out indefinitely) | torn lateral meniscus in right knee (out indefinitely) | surgery on right knee to repair torn lateral meniscus (out indefinitely),2744
Al Jefferson,2016-17,2,Pacers,sprained left ankle (DTD) | sprained left ankle (out for season),2744
Al-Farouq Aminu,2016-17,2,Blazers,back injury (DTD) | sprained left knee (DTD),202329
Alan Anderson,2014-15,2,Nets,bruised lower back (DTD) | sprained left ankle (DTD),101187
Alan Anderson,2015-16,2,Wizards,surgery on left ankle to remove bone fragment (DTD) | sore groin (DTD) (Y),101187
Alan Anderson,2016-17,1,Clippers,ankle injury (DTD),101187
Alan Williams,2016-17,1,Suns,gastroenteritis (DTD),1626210
Alan Williams,2017-18,1,Suns,sore right knee (out for season),1626210
Alan Williams,2018-19,1,Nets,ankle injury (DTD),1626210
Alec Burks,2014-15,1,Jazz,surgery on left shoulder (out for season),202692
Alec Burks,2015-16,4,Jazz,fractured fibula in left leg (out indefinitely) | surgery on left leg to repair fractured fibula (date approximate) | sore right knee (out for season),202692
Alec Burks,2016-17,2,Jazz,sore leg (DTD) | arthrosopic surgery on left ankle (out indefinitely),202692
Alec Burks,2018-19,1,Jazz,left hand injury (DTD),202692
Alex Abrines,2016-17,1,Thunder,bruised right hip (DTD),203518
Alex Abrines,2017-18,1,Thunder,concussion (DTD),203518
Alex Abrines,2018-19,2,Thunder,illness (DTD),203518
Alex Caruso,2018-19,1,Lakers,strained right hip (DTD),1627936
Alex Len,2014-15,6,Suns,fractured right pinky finger (out indefinitely) | sprained right ankle (out indefinitely) | sprained right ankle (DTD),203458
Alex Len,2015-16,2,Suns,sprained left hand (DTD) | sprained right ankle (DTD),203458
Alex Len,2016-17,3,Suns,bruised right hip (DTD) | hip injury (DTD),203458
Alex Len,2017-18,3,Suns,ankle injury (DTD) | sore right ankle (DTD) | sprained left ankle (DTD),203458
Alex Len,2018-19,2,Hawks,sore back (DTD) | strained back (DTD),203458
Alex Poythress,2018-19,1,Hawks,left knee injury (DTD),1627816
Alexey Shved,2014-15,4,"76ers, Knicks, Rockets",sore lower back (DTD) | strained left hip flexor (DTD) | sprained left ankle (DTD),203144
Alexis Ajinca / Alex Ajinca,2015-16,4,Pelicans,strained right hamstring (out indefinitely) | calf injury (DTD) | fractured sternum (DTD),201582
Alexis Ajinca / Alex Ajinca,2016-17,2,Pelicans,strained left shoulder (DTD) | hip injury (DTD),201582
Alexis Ajinca / Alex Ajinca,2017-18,2,Pelicans,surgery on right knee (out indefinitely) | surgery on left knee (out for season),201582
Alfonzo McKinnie,2018-19,1,Warriors,sore left foot (DTD),1628035
Alize Johnson,2018-19,2,Pacers,bruised left foot (DTD) | sore left foot (DTD),1628993
Allen Crabbe,2014-15,1,Blazers,strained left knee (DTD),203459
Allen Crabbe,2015-16,1,Blazers,illness (DTD),203459
Allen Crabbe,2016-17,1,Blazers,sore left foot (DTD),203459
Allen Crabbe,2017-18,2,Nets,sore lower back (DTD) | sore left ankle / knee (DTD),203459
Allen Crabbe,2018-19,3,Nets,sprained left ankle (DTD) | sore right knee (out for season) | surgery on right knee (out for season),203459
Allonzo Trier,2018-19,1,Knicks,strained left hamstring (DTD),1629019
Alonzo Gee,2014-15,1,Blazers,oral surgery (DTD),202087
Alonzo Gee,2015-16,1,Pelicans,torn right quadricep (out for season),202087
Amare Stoudemire / Amar'e Stoudemire,2014-15,1,Knicks,sore right knee (DTD),2405
Amare Stoudemire / Amar'e Stoudemire,2015-16,1,Heat,illness (DTD) (Y),2405
Amir Johnson,2014-15,1,Raptors,sprained right ankle (DTD),101161
Amir Johnson,2016-17,2,Celtics,sprained left ankle (DTD) | sprained right shoulder (out for season),101161
Amir Johnson,2017-18,2,76ers,gasroenteritis (DTD) | illness (DTD),101161
Amir Johnson,2018-19,2,76ers,migraine headache (DTD) | back injury (DTD),101161
Anderson Varejao,2014-15,1,Cavaliers,surgery to repair torn left Achilles tendon (out for season),2760
Andre Drummond,2017-18,2,Pistons,bruised right rib (DTD),203083
Andre Iguodala,2015-16,2,Warriors,sore/tight left hamstring (DTD) | sprained left ankle (DTD),2738
Andre Iguodala,2016-17,1,Warriors,sore left knee (DTD),2738
Andre Iguodala,2017-18,2,Warriors,sore left knee (DTD) | bruised left leg (DTD),2738
Andre Iguodala,2018-19,1,Warriors,right hip injury (DTD),2738
Andre Roberson,2014-15,2,Thunder,sprained left foot (DTD) | sprained left ankle (DTD),203460
Andre Roberson,2015-16,1,Thunder,sprained right knee (DTD),203460
Andre Roberson,2016-17,1,Thunder,sore left knee (DTD),203460
Andre Roberson,2017-18,2,Thunder,torn patellar tendon in left knee (out for season) | surgery on left knee to repair torn patellar tendon (out for season),203460
Andrea Bargnani,2013-14,1,Knicks,torn ligament in left elbow (out for season),200745
Andrea Bargnani,2014-15,2,Knicks,sore/strained right calf (DTD) | illness (out for season),200745
Andrea Bargnani,2015-16,2,Nets,sore hamstring | sore right ankle (DTD),200745
Andrew Bogut,2014-15,1,Warriors,flu (DTD),101106
Andrew Bogut,2015-16,6,Warriors,concussion (DTD) | back spasms (DTD) | strained right Achilles (DTD),101106
Andrew Bogut,2016-17,5,"Cavaliers, Mavericks",sore right calf (DTD) | bone bruise in right knee (DTD) | strained right hamstring (DTD),101106
Andrew Bogut,2017-18,1,Lakers,tightness in back (DTD),101106
Andrew Bogut,2018-19,1,Warriors,visa issues (DTD),101106
Andrew Harrison,2017-18,4,Grizzlies,left shoulder injury (DTD) | right wrist injury (DTD) | right wrist injury (out for season),1626150
Andrew Wiggins,2015-16,1,Timberwolves,sore right knee (DTD),203952
Andrew Wiggins,2018-19,1,Timberwolves,bruised left quadricep (DTD),203952
Andris Biedrins,2013-14,2,Jazz,sprained left ankle (out indefinitely) | flu (DTD),2740
Anfernee Simons,2018-19,1,Blazers,illness (DTD),1629014
Ante Zizic,2018-19,3,Cavaliers,left knee injury (DTD) | sore right knee (DTD) | concussion (DTD),1627790
Anthony Bennett,2013-14,4,Cavaliers,illness (DTD) | sprained left ankle / right knee injury | strained left knee (out indefinitely),203461
Anthony Bennett,2014-15,3,Timberwolves,bruised knee (DTD) | sprained right ankle (DTD),203461
Anthony Bennett,2015-16,2,Raptors,sore lower back (DTD) | back injury (DTD),203461
Anthony Brown,2015-16,1,Lakers,stress reaction in right foot (out for season),1626148
Anthony Davis,2013-14,1,Pelicans,fractured left hand (out indefinitely),203076
Anthony Davis,2014-15,6,Pelicans,chest injury (DTD) | sprained left toe (DTD) | strained left groin (DTD),203076
Anthony Davis,2015-16,7,Pelicans,strained right hip (DTD) | shoulder injury (DTD) | bruised back (DTD),203076
Anthony Davis,2016-17,3,Pelicans,sprained ankle (DTD) | bruised right quadriceps (DTD) | sore left knee (out for season),203076
Anthony Davis,2017-18,5,Pelicans,left knee tendinitis (DTD) | strained adductor in left groin/pelvis (DTD) | sprained right ankle (DTD),203076
Anthony Davis,2018-19,7,Pelicans,sprained right elbow (DTD) | strained right hip (DTD) | illness (DTD),203076
Anthony Morrow,2014-15,1,Thunder,sprained MCL in left knee (DTD),201627
Anthony Toliver,2015-16,1,Pistons,placed on IL with birth of daughter,201229
Anthony Tolliver,2015-16,1,Pistons,sprained MCL in right knee (DTD),201229
Anthony Tolliver,2016-17,2,Kings,sprained right knee (DTD) | strained right hip / lower back (DTD),201229
Antonio Blakeney,2017-18,1,Bulls,fractured left wrist (out for season),1628469
Antonius Cleveland,2017-18,1,Hawks,left ankle injury (DTD),1628499
Archie Goodwin,2015-16,1,Suns,sprained left ankle (DTD),203462
Aron Baynes,2014-15,2,Spurs,neck spasms (DTD) | rib injury (DTD),203382
Aron Baynes,2015-16,2,Pistons,surgery to repair fractured nose (did not miss any games) | back spasms (DTD),203382
Aron Baynes,2016-17,3,Pistons,tightness in lower back (DTD) | surgery to repair fractured nose (DTD) | sprained left ankle (DTD),203382
Aron Baynes,2018-19,5,Celtics,strained right hamstring (DTD) | sprained left ankle (DTD) | fractured left hand (out indefinitely),203382
Arron Afflalo,2014-15,1,Blazers,strained right shoulder (out for season),201167
Arron Afflalo,2015-16,3,Knicks,strained left hamstring (DTD) | knee injury (DTD) | strained right abdominal muscle (DTD),201167
Arron Afflalo,2016-17,3,Kings,illness (DTD) | sore left hamstring (DTD) | strained lower back / hip (DTD),201167
Arron Afflalo,2017-18,1,Magic,back spasms (DTD),201167
Austin Rivers,2014-15,1,Clippers,left ankle injury / sore left foot (DTD),203085
Austin Rivers,2015-16,3,Clippers,sprained right ankle (DTD) | fractured left hand (DTD),203085
Austin Rivers,2016-17,3,Clippers,concussion (DTD) | illness (DTD) | strained left hamstring (DTD),203085
Austin Rivers,2017-18,3,Clippers,strained right Achilles tendon (DTD) | sore right Achilles (DTD) | sore right elbow (out for season),203085
Austin Rivers,2018-19,1,Rockets,sore right elbow (DTD),203085
Avery Bradley,2013-14,1,Celtics,sprained right ankle (out indefinitely),202340
Avery Bradley,2015-16,1,Celtics,bruised left hip (DTD),202340
Avery Bradley,2016-17,4,Celtics,illness (DTD) | strained Achilles (DTD) | sore right Achilles (DTD),202340
Avery Bradley,2017-18,3,"Clippers, Pistons",strained adductor in right groin (DTD) | sore right groin/hamstring (DTD) | surgery to repair athletic pubalgia / sports hernia (out for season),202340
Avery Bradley,2018-19,1,Grizzlies,right shin injury (DTD),202340
Ben McLemore,2015-16,3,Kings,sore/sprained right wrist (DTD) | sprained right wrist (DTD) | fractured right ring finger (DTD),203463
Ben McLemore,2017-18,1,Grizzlies,sore right knee (DTD),203463
Ben Simmons,2016-17,2,76ers,fractured right foot (out for season) | surgery on right foot to repair fracture (out for season),1627732
Ben Simmons,2017-18,1,76ers,left elbow injury (DTD),1627732
Beno Udrih,2013-14,1,Knicks,illness (DTD),2757
Beno Udrih,2014-15,3,Grizzlies,flu (DTD) | bruised lower left leg (DTD) | illness (DTD),2757
Beno Udrih,2015-16,4,Heat,strained neck (DTD) | torn plantar plate in right foot (DTD) | surgery on right foot to repair torn plantar plate (out for season) (date approximate),2757
Beno Udrih,2016-17,2,Pistons,ankle injury (DTD) | knee injury (out for season),2757
Bernard James,2014-15,1,Mavericks,illness (out for season),203108
Bismack Biyombo,2014-15,1,Hornets,bone bruise in right knee (DTD),202687
Blake Griffin,2014-15,2,Clippers,right elbow injury (out indefinitely) | surgery on right elbow to remove staph infection,201933
Blake Griffin,2015-16,2,Clippers,fractured right hand (off court injury) (out indefinitely) | left quadriceps injury (out for season),201933
Blake Griffin,2016-17,4,Clippers,sore right knee (DTD) | arthroscopic surgery on right knee (out indefinitely) (date approximate) | right big toe injury (out for season),201933
Blake Griffin,2017-18,1,Clippers,sprained MCL in left knee (out indefinitely),201933
Blake Griffin,2018-19,1,Pistons,sore left knee (DTD),201933
Boban Marjanovic,2018-19,1,76ers,right knee injury (DTD),1626246
Bobby Portis,2015-16,1,Bulls,swollen eye (DTD),1626171
Bobby Portis,2017-18,1,Bulls,right arm injury (DTD),1626171
Bobby Portis,2018-19,3,Bulls,sprained MCL in right knee (out indefinitely) | sprained right ankle (out indefinitely) | right elbow injury (DTD),1626171
Bogdan Bogdanovic,2017-18,1,Kings,sprained right ankle (DTD),203992
Bogdan Bogdanovic,2018-19,2,Kings,left knee injury (out indefinitely) | sore right foot (DTD),203992
Bojan Bogdanovic,2014-15,1,Nets,sprained left ankle (DTD),202711
Bojan Bogdanovic,2018-19,1,Pacers,sore left hand (DTD),202711
Boris Diaw,2014-15,1,Spurs,illness (DTD),2564
Boris Diaw,2015-16,1,Spurs,sore right adductor (DTD),2564
Boris Diaw,2016-17,2,Jazz,bruised right leg (DTD),2564
Brad Wanamaker,2018-19,1,Celtics,illness (DTD),202954
Bradley Beal,2014-15,1,Wizards,surgery on left wrist to repair fracture (out indefinitely) (date approximate),203078
Bradley Beal,2015-16,4,Wizards,sore left shoulder (DTD) | stress reaction in right leg (DTD) | sore right leg (DTD),203078
Bradley Beal,2016-17,3,Wizards,right hamstring injury (DTD) | tightness in right hamstring (DTD) | right ankle injury (DTD),203078
Brandan Wright,2013-14,1,Mavericks,fractured left shoulder (surgery) (out indefinitely),201148
Brandan Wright,2014-15,1,Suns,foot injury / sore left ankle (out for season),201148
Brandan Wright,2015-16,5,Grizzlies,sore right knee (DTD) | surgery on right knee (date approximate),201148
Brandan Wright,2016-17,3,Grizzlies,sore ankle (DTD) | arthroscopic surgery on left ankle (out indefinitely) | left ankle injury (DTD),201148
Brandan Wright,2017-18,2,"Grizzlies, Rockets",right groin injury (DTD) | sore right knee (DTD),201148
Brandon Bass,2015-16,2,Lakers,corneal abrasion in right eye (DTD),101138
Brandon Davies,2013-14,1,76ers,finger injury (DTD),203561
Brandon Ingram,2017-18,2,Lakers,sprained left ankle/knee (DTD) | sprained left ankle (DTD),1627742
Brandon Ingram,2018-19,2,Lakers,sprained left ankle (DTD) | sore right shoulder (out for season),1627742
Brandon Jennings,2013-14,1,Pistons,impacted wisdom tooth (out indefinitely),201943
Brandon Jennings,2014-15,3,Pistons,"hyperextended left thumb (DTD) | fined $15,000 by NBA for making an obscene gesture during game | torn left Achilles (out for season)",201943
Brandon Jennings,2015-16,1,Magic,sore left Achilles (DTD),201943
Brandon Knight,2014-15,3,"Bucks, Suns",sore right quadriceps (DTD) | sprained left ankle (DTD) | arthroscopic surgery on left ankle (out indefinitely),202688
Brandon Knight,2015-16,6,Suns,food poisoning (DTD) | strained left abductor (P) / adductor (CBC) (DTD) | upset stomach (DTD),202688
Brandon Knight,2016-17,4,Suns,left knee tendinitis (DTD) | sprained right wrist / migraine headache (DTD) | sprained right wrist (DTD),202688
Brandon Knight,2018-19,1,Rockets,sore left knee (DTD),202688
Brandon Paul,2017-18,1,Spurs,back spasms (DTD),203464
Brandon Rush,2014-15,1,Warriors,flu (DTD),201575
Brandon Rush,2015-16,2,Warriors,tightness in right hamstring (DTD) | bruised right knee (DTD),201575
Brandon Rush,2016-17,2,Timberwolves,sprained right big toe (DTD) | illness (DTD),201575
Brendan Haywood,2013-14,2,Bobcats,stress fracture in left foot (out indefinitely) | surgery on left foot to repair stress fracture (out indefinitely),2217
Brendan Haywood,2014-15,1,Cavaliers,left knee injury (DTD),2217
Brian Roberts,2016-17,2,Hornets,sore left hamstring (DTD) | illness (DTD),203148
Brice Johnson,2016-17,1,Clippers,herniated disc in lower back (out indefinitely),1627744
Brook Lopez,2013-14,2,Nets,fractured right foot (out for season) | surgery on right foot to repair fracture (out for season),201572
Brook Lopez,2015-16,2,Nets,sore right foot (DTD) | virus (DTD),201572
Brook Lopez,2016-17,1,Nets,sprained right ankle (DTD),201572
Brook Lopez,2017-18,1,Lakers,sprained right ankle (DTD),201572
Bruno Caboclo,2016-17,1,Raptors,sore right knee (DTD),203998
Bryce Dejean-Jones,2015-16,1,Pelicans,fractured right wrist (surgery) (out for season),1626214
C.J. McCollum,2013-14,1,Blazers,fractured bone in left foot (out indefinitely),203468
C.J. McCollum,2014-15,1,Blazers,sprained left ankle (DTD),203468
C.J. McCollum,2016-17,1,Blazers,strained right hand (DTD),203468
C.J. McCollum,2018-19,1,Blazers,left knee injury (DTD),203468
C.J. Miles,2014-15,4,Pacers,migraine headache (DTD) | strained right calf (DTD) | bruised left knee (DTD),101139
C.J. Miles,2015-16,5,Pacers,sore right ankle (DTD) | sore lower back (DTD) | illness (DTD),101139
C.J. Miles,2016-17,4,Pacers,sore knee (DTD) | sore left knee (DTD),101139
C.J. Miles,2017-18,1,Raptors,sore left shoulder (DTD),101139
C.J. Miles,2018-19,4,"Grizzlies, Raptors",strained right adductor (DTD) | right hip injury (DTD) | left foot injury (out for season),101139
C.J. Watson,2014-15,5,Pacers,bruised right foot (DTD) | upper respiratory ailment (DTD) | sore left foot (DTD),201228
C.J. Watson,2015-16,1,Magic,sore left calf (DTD),201228
C.J. Watson,2016-17,2,Magic,sore right Achilles (DTD) | Achilles injury (DTD),201228
C.J. Wilcox,2016-17,3,Magic,tendinitis in knee / left Achilles tendon (DTD) | left ankle / Achilles tendinitis (DTD) | left Achilles tendinitis (DTD),203912
C.J. Wilcox,2017-18,2,Blazers,right knee injury (out indefinitely) | surgery on right knee (date approximate),203912
C.J. Williams,2017-18,1,Clippers,sprained right ankle (DTD),203710
Cameron Bairstow,2015-16,3,Bulls,back injury (DTD),203946
Cameron Payne,2015-16,2,Thunder,concussion (DTD) | sore right hip (DTD) (Y),1626166
Cameron Payne,2018-19,1,Bulls,strained right calf (DTD),1626166
Caris LeVert,2016-17,3,Nets,sore foot (DTD) | sore right knee (DTD),1627747
Caris LeVert,2017-18,1,Nets,sore left groin (DTD),1627747
Caris LeVert,2018-19,1,Nets,right foot injury (out indefinitely),1627747
Carl Landry,2013-14,2,Kings,surgery on left hip to repair torn hip flexor muscle (out indefinitely) | arthroscopic surgery on right knee to repair torn medial menuscus (out for season),201171
Carl Landry,2014-15,2,Kings,sprained right wrist (DTD) | surgery on right wrist to repair torn ligament,201171
Carl Landry,2015-16,1,76ers,sore/strained lower back (out for season),201171
Carlos Boozer,2014-15,2,Lakers,strained left shoulder (DTD) | illness / upper respiratory infection (DTD),2430
Carmelo Anthony,2014-15,6,Knicks,back spasms (DTD) | sore left knee (DTD) | surgery on left knee to repair patellar tendon (out for season),2546
Carmelo Anthony,2015-16,5,Knicks,illness (DTD) | sprained right ankle (DTD) | sore left knee (DTD),2546
Carmelo Anthony,2016-17,3,Knicks,sore left knee (DTD),2546
Carmelo Anthony,2017-18,1,Thunder,sore lower back (DTD),2546
Carmelo Anthony,2018-19,1,Rockets,illness (DTD),2546
Caron Butler,2014-15,1,Pistons,back spasms (DTD),2406
Carrick Felix,2013-14,1,Cavaliers,sports hernia (out indefinitely),203467
Cartier Martin,2014-15,1,Pistons,sprained right ankle (DTD),201858
Cedi Osman,2017-18,1,Cavaliers,strained left hip (out indefinitely),1626224
Cedi Osman,2018-19,1,Cavaliers,lower back spasms (DTD),1626224
Chandler Hutchison,2018-19,1,Bulls,toe injury (out for season),1628990
Chandler Parsons,2014-15,3,Mavericks,illness (DTD) | right knee injury (DTD) | arthroscopic surgery on right knee to repair cartilage damage (out for season),202718
Chandler Parsons,2015-16,3,Mavericks,recovering from arthroscopic surgery on right knee to repair cartilage damage (DTD) | sore right knee (out for season) | surgery on right knee to repair medial meniscus (out for season),202718
Chandler Parsons,2016-17,3,Grizzlies,sore right knee (DTD) | sore left knee (DTD) | torn meniscus in left knee (out for season),202718
Chandler Parsons,2017-18,4,Grizzlies,sore right knee (DTD) | illness (DTD),202718
Chandler Parsons,2018-19,2,Grizzlies,sore right knee (out indefinitely) | sore left knee (out for season),202718
Channing Frye,2014-15,1,Magic,illness (DTD),101112
Channing Frye,2017-18,3,Lakers,appendectomy (out indefinitely) | recovering from appendectomy (DTD),101112
Charlie Villanueva,2015-16,1,Mavericks,placed on IL with birth of daughter,101111
Chase Budinger,2013-14,1,Timberwolves,recovering from surgery on left knee (out indefinitely),201978
Chase Budinger,2014-15,2,Timberwolves,illness (DTD) | sprained left ankle (DTD),201978
Chasson Randle,2016-17,1,Knicks,fractured left orbital bone (out indefinitely),1626184
Chauncey Billups,2013-14,1,Pistons,arthroscopic surgery on left knee (out for season),1497
Cheick Diallo,2018-19,1,Pelicans,sprained right ankle (DTD),1627767
Chinanu Onuaku,2017-18,1,Rockets,virus (DTD),1627778
Chris Andersen,2014-15,5,Heat,illness (DTD) | back injury (DTD) | bruised left calf (DTD),2365
Chris Andersen,2015-16,4,"Grizzlies, Heat",illness (DTD) | sore left knee (DTD) | left shoulder subluxation (DTD),2365
Chris Andersen,2016-17,1,Cavaliers,torn ACL in right knee (out for season),2365
Chris Bosh,2013-14,1,Heat,placed on IL with birth of child,2547
Chris Bosh,2014-15,1,Heat,strained left calf (out indefinitely),2547
Chris Bosh,2015-16,1,Heat,blood clots (out for season),2547
Chris Bosh,2016-17,1,Heat,blood clots (out for season),2547
Chris Boucher,2017-18,1,Warriors,sprained left ankle (DTD),1628449
Chris Boucher,2018-19,3,Raptors,head injury (DTD) | sprained left ankle (DTD) | back spasms (DTD),1628449
Chris Kaman,2014-15,5,Blazers,strained right shoulder (DTD) | sprained right thumb (DTD) | back injury (DTD),2549
Chris Kaman,2015-16,2,Blazers,sore ankle (DTD) | strained abdominal (DTD),2549
Chris McCullough,2015-16,1,Nets,knee injury (DTD),1626191
Chris Paul,2013-14,1,Clippers,separated right shoulder (out indefinitely),101108
Chris Paul,2014-15,1,Clippers,strained hamstring (DTD),101108
Chris Paul,2015-16,4,Clippers,sore right groin (DTD) | fractured right hand (out for season) | surgery on right hand to repair fracture (out for season),101108
Chris Paul,2016-17,5,Clippers,sprained left thumb (DTD) | strained left hamstring (DTD) | sore left hamstring (DTD),101108
Chris Paul,2017-18,6,Rockets,bruised left knee (DTD) | strained left adductor (DTD) | sore right groin (DTD),101108
Chris Paul,2018-19,2,Rockets,left leg injury (DTD) | strained left hamstring (out indefinitely),101108
Christian Wood,2016-17,2,Hornets,strep throat (DTD) | sprained right ankle (DTD),1626174
Christian Wood,2018-19,2,Bucks,finger injury (DTD) | sprained right ankle (DTD),1626174
Chuck Hayes,2015-16,1,Rockets,foot injury (DTD),101236
Cleanthony Early,2014-15,3,Knicks,right knee injury (out indefinitely) | sprained left ankle (DTD),203921
Cleanthony Early,2015-16,1,Knicks,knee injury (from gunshot wound) (DTD),203921
Cliff Alexander,2015-16,1,Blazers,knee injury (DTD),1626146
Clint Capela,2015-16,3,Rockets,illness (DTD) | strained left hip flexor (DTD) | sprained right ankle / foot (CBC) (DTD),203991
Clint Capela,2016-17,2,Rockets,tightness in hamstring (DTD) | fractured fibula in left leg (out indefinitely),203991
Clint Capela,2017-18,6,Rockets,bruised left heel (DTD) | fractured right orbital bone (DTD) | illness (DTD),203991
Cody Zeller,2013-14,1,Bobcats,appendectomy (out indefinitely),203469
Cody Zeller,2014-15,2,Hornets,strained right shoulder (DTD) | surgery on right shoulder to repair torn tendon (out indefinitely),203469
Cody Zeller,2015-16,2,Hornets,sprained left ankle (DTD) | strained right shoulder (DTD),203469
Cody Zeller,2016-17,3,Hornets,bone bruise in right knee (out indefinitely) | sore shoulder (DTD) | illness (DTD),203469
Cody Zeller,2017-18,1,Hornets,torn meniscus in left knee (out indefinitely),203469
Cody Zeller,2018-19,2,Hornets,fractured right hand (out indefinitely) | sore left knee (out for season),203469
Cole Aldrich,2014-15,1,Knicks,bruised left shin (DTD),202332
Cole Aldrich,2017-18,1,Timberwolves,sprained left ankle (DTD),202332
Cory Jefferson,2014-15,1,Nets,undisclosed (out for season),203928
Cory Joseph,2014-15,1,Spurs,sprained left ankle (DTD),202709
Cory Joseph,2016-17,1,Raptors,flu (DTD),202709
Courtney Lee,2014-15,1,Grizzlies,flu (DTD),201584
Courtney Lee,2015-16,1,Grizzlies,bruised left hip (DTD),201584
Courtney Lee,2016-17,3,Knicks,sprained left ankle (DTD) | sore right wrist (DTD),201584
Courtney Lee,2017-18,2,Knicks,left foot injury (DTD) | sprained left ankle (out for season),201584
Courtney Lee,2018-19,1,Knicks,neck injury (DTD),201584
Cristiano Felicio,2016-17,2,Bulls,sore neck (DTD) | right leg injury (DTD),1626245
Cristiano Felicio,2017-18,1,Bulls,sore lower back (DTD),1626245
Cristiano Felicio,2018-19,1,Bulls,sprained left ankle (DTD),1626245
D'Angelo Russell,2015-16,1,Lakers,sprained right ankle (DTD),1626156
D'Angelo Russell,2016-17,4,Lakers,sore left knee (DTD) | strained left calf / sprained ligament in right knee (DTD) | death in family (out for season),1626156
D'Angelo Russell,2017-18,2,Nets,bruised left knee (DTD) | arthroscopic surgery on left knee (out indefinitely),1626156
D.J. Augustine,2016-17,1,Magic,sprained right ankle (DTD),201571
D.J. Augustine,2017-18,1,Magic,strained left hamstring (DTD),201571
D.J. Augustine,2018-19,1,Magic,sprained right ankle (DTD),201571
D.J. Wilson,2018-19,3,Bucks,left hip pointer (DTD) | sprained left ankle (DTD) | sore left ankle (DTD),1628391
Damian Lillard,2017-18,1,Blazers,strained right hamstring (DTD),203081
Damien Inglis,2014-15,1,Bucks,right ankle injury (out for season),203996
Damion Lee,2018-19,1,Warriors,left foot injury (DTD),1627814
Damjan Rudez,2014-15,1,Pacers,upper respiratory infection (DTD),204014
Damjan Rudez,2016-17,1,Magic,strained right calf (DTD),204014
Damyean Dotson,2017-18,1,Knicks,sprained right foot (DTD),1628422
Damyean Dotson,2018-19,1,Knicks,sore right shoulder (DTD),1628422
Daniel Hamilton,2018-19,1,Hawks,torn rotator cuff in shoulder (out indefinitely),1627772
Daniel Ochefu,2016-17,1,Wizards,illness (DTD),1627849
Daniel Theis,2017-18,2,Celtics,sore right hamstring (DTD) | torn meniscus in left knee (out for season),1628464
Daniel Theis,2018-19,1,Celtics,plantar fascia in right foot (out indefinitely),1628464
Danilo Gallinari,2013-14,3,Nuggets,recovering from surgery on left knee to repair torn ACL (out indefinitely) | surgery on left knee to reconstruct ACL (out for season) | torn ACL in left knee (out for season),201568
Danilo Gallinari,2014-15,5,Nuggets,bruised right knee (DTD) | torn meniscus in right knee (out indefinitely) | surgery on right knee to repair torn meniscus (out indefinitely),201568
Danilo Gallinari,2016-17,5,Nuggets,sore right thigh (DTD) | sprained right ankle (DTD) | strained groin (DTD),201568
Danilo Gallinari,2017-18,4,Clippers,strained left gluteus muscle (DTD) | sprained right hand (DTD) | fractured right hand (out indefinitely),201568
Danilo Gallinari,2018-19,2,Clippers,sore left ankle (DTD),201568
Danny Granger,2013-14,1,Pacers,strained left calf (out indefinitely),101122
Danny Granger,2014-15,2,Heat,hamstring injury (DTD) | illness (DTD),101122
Danny Green,2016-17,2,Spurs,strained left quadricep (out indefinitely) | bruised left quadricep (DTD),201980
Danny Green,2017-18,4,Spurs,tightness in left groin (DTD) | illness (DTD),201980
Danny Green,2018-19,1,Raptors,bruised left knee (DTD),201980
Dante Cunningham,2015-16,1,Pelicans,illness (DTD),201967
